Datetime,Sea pressure - decibar,Sea temperature adjusted,QC
2024-02-06 19:32:25,1913,3.209,1
2024-02-06 19:32:25,1963.3,3.099,1
2024-02-06 19:32:25,2008.6,2.971,1
2024-02-16 19:27:05,0.1,27.087,1
2024-02-16 19:27:05,2.1,27.085,1
2024-02-16 19:27:05,3.8,26.962,1
2024-02-16 19:27:05,4.7,26.902,1
2024-02-16 19:27:05,7.6,26.878,1
2024-02-16 19:27:05,9.8,26.858,1
2024-02-16 19:27:05,25.7,26.812,1
2024-02-16 19:27:05,45.8,26.77,1
2024-02-16 19:27:05,56,26.165,1
2024-02-16 19:27:05,85.4,23.193,1
2024-02-16 19:27:05,105.5,22.415,1
2024-02-16 19:27:05,125.5,21.427,1
2024-02-16 19:27:05,135.6,21.015,1
2024-02-16 19:27:05,165.5,18.85,1
2024-02-16 19:27:05,195.3,17.123,1
2024-02-16 19:27:05,238.5,15.689,1
2024-02-16 19:27:05,262.2,14.859,1
2024-02-16 19:27:05,338,13.654,1
2024-02-16 19:27:05,388.2,13.223,1
2024-02-16 19:27:05,437.8,12.927,1
2024-02-16 19:27:05,463,12.715,1
2024-02-16 19:27:05,538,12.208,1
2024-02-16 19:27:05,562.8,12.15,1
2024-02-16 19:27:05,612.7,11.801,1
2024-02-16 19:27:05,687.8,11.166,1
2024-02-16 19:27:05,738.6,10.79,1
2024-02-16 19:27:05,812.9,10.274,1
2024-02-16 19:27:05,862.8,9.983,1
2024-02-16 19:27:05,887.8,9.822,1
2024-02-16 19:27:05,962.8,9.166,1
2024-02-16 19:27:05,1013,8.635,1
2024-02-16 19:27:05,1062.8,8.284,1
2024-02-16 19:27:05,1112.9,7.993,1
2024-02-16 19:27:05,1137.9,7.879,1
2024-02-16 19:27:05,1188.1,7.401,1
2024-02-16 19:27:05,1238.2,7.116,1
2024-02-16 19:27:05,1337.9,6.463,1
2024-02-16 19:27:05,1363.1,6.39,1
2024-02-16 19:27:05,1413.1,6.037,1
2024-02-16 19:27:05,1463.5,5.778,1
2024-02-16 19:27:05,1537.6,5.256,1
2024-02-16 19:27:05,1562.5,5.135,1
2024-02-16 19:27:05,1612.8,4.592,1
2024-02-16 19:27:05,1663.4,4.355,1
2024-02-16 19:27:05,1713.1,4.057,1
2024-02-16 19:27:05,1763.1,3.794,1
2024-02-16 19:27:05,1838.6,3.492,1
2024-02-16 19:27:05,1887.4,3.309,1
2024-02-16 19:27:05,1912.6,3.26,1
2024-02-16 19:27:05,1988,3.048,1
2024-02-26 19:19:20,0.2,28.275,1
2024-02-26 19:19:20,1.9,27.529,1
2024-02-26 19:19:20,2.8,27.477,1
2024-02-26 19:19:20,4.9,27.41,1
2024-02-26 19:19:20,7.7,27.352,1
2024-02-26 19:19:20,10.3,27.319,1
2024-02-26 19:19:20,25.3,27.276,1
2024-02-26 19:19:20,45.3,27.283,1
2024-02-26 19:19:20,55.3,26.914,1
2024-02-26 19:19:20,85.3,25.085,1
2024-02-26 19:19:20,105.4,23.709,1
2024-02-26 19:19:20,135.1,20.785,1
2024-02-26 19:19:20,144.8,20.015,1
2024-02-26 19:19:20,165.3,18.063,1
2024-02-26 19:19:20,195.3,16.399,1
2024-02-26 19:19:20,212.5,15.636,1
2024-02-26 19:19:20,262.9,14.201,1
2024-02-26 19:19:20,312.9,13.553,1
2024-02-26 19:19:20,363.6,12.799,1
2024-02-26 19:19:20,413.2,12.433,1
2024-02-26 19:19:20,463.1,12.563,1
2024-02-26 19:19:20,537.9,12.034,1
2024-02-26 19:19:20,613.3,11.779,1
2024-02-26 19:19:20,662.3,11.531,1
2024-02-26 19:19:20,687.5,11.394,1
2024-02-26 19:19:20,737.7,10.83,1
2024-02-26 19:19:20,812.7,10.45,1
2024-02-26 19:19:20,862.5,10.089,1
2024-02-26 19:19:20,912.6,9.638,1
2024-02-26 19:19:20,963.1,9.3,1
2024-02-26 19:19:20,1012.8,8.768,1
2024-02-26 19:19:20,1062.8,8.331,1
2024-02-26 19:19:20,1112.4,8.031,1
2024-02-26 19:19:20,1188.3,7.507,1
2024-02-26 19:19:20,1238.3,7.087,1
2024-02-26 19:19:20,1287.7,6.683,1
2024-02-26 19:19:20,1337.6,6.383,1
2024-02-26 19:19:20,1387.4,6.004,1
2024-02-26 19:19:20,1438.1,5.727,1
2024-02-26 19:19:20,1512.8,5.081,1
2024-02-26 19:19:20,1562.9,4.832,1
2024-02-26 19:19:20,1587.9,4.655,1
2024-02-26 19:19:20,1638.2,4.227,1
2024-02-26 19:19:20,1688,3.935,1
2024-02-26 19:19:20,1762.7,3.518,1
2024-02-26 19:19:20,1787.7,3.422,1
2024-02-26 19:19:20,1837.7,3.316,1
2024-02-26 19:19:20,1888.3,3.263,1
2024-02-26 19:19:20,1963.5,3.042,1
2024-02-26 19:19:20,2001.8,2.875,1
2024-03-07 19:32:55,0.2,28.155,1
2024-03-07 19:32:55,1.6,28.189,1
2024-03-07 19:32:55,3.5,28.184,1
2024-03-07 19:32:55,5.6,28.188,1
2024-03-07 19:32:55,7.7,28.181,1
2024-03-07 19:32:55,9.8,28.183,1
2024-03-07 19:32:55,25,28.127,1
2024-03-07 19:32:55,45.7,27.952,1
2024-03-07 19:32:55,55.6,27.283,1
2024-03-07 19:32:55,85.2,23.603,1
2024-03-07 19:32:55,115.3,22.134,1
2024-03-07 19:32:55,135.5,20.522,1
2024-03-07 19:32:55,155.6,18.793,1
2024-03-07 19:32:55,175,16.827,1
2024-03-07 19:32:55,195.6,15.745,1
2024-03-07 19:32:55,239.4,14.297,1
2024-03-07 19:32:55,287.8,13.432,1
2024-03-07 19:32:55,313.3,13.258,1
2024-03-07 19:32:55,362.5,12.622,1
2024-03-07 19:32:55,412.7,12.338,1
2024-03-07 19:32:55,513,12.114,1
2024-03-07 19:32:55,562.8,11.578,1
2024-03-07 19:32:55,613.2,11.584,1
2024-03-07 19:32:55,662.9,11.332,1
2024-03-07 19:32:55,688,11.18,1
2024-03-07 19:32:55,737.8,10.692,1
2024-03-07 19:32:55,813.1,10.295,1
2024-03-07 19:32:55,838.1,10.175,1
2024-03-07 19:32:55,887.8,9.695,1
2024-03-07 19:32:55,937.9,9.288,1
2024-03-07 19:32:55,1037.6,8.386,1
2024-03-07 19:32:55,1062.6,8.222,1
2024-03-07 19:32:55,1137.8,7.692,1
2024-03-07 19:32:55,1187.5,7.39,1
2024-03-07 19:32:55,1238,7.048,1
2024-03-07 19:32:55,1287.9,6.836,1
2024-03-07 19:32:55,1337.9,6.444,1
2024-03-07 19:32:55,1362.8,6.265,1
2024-03-07 19:32:55,1412.7,6.015,1
2024-03-07 19:32:55,1488.1,5.278,1
2024-03-07 19:32:55,1538.3,5.029,1
2024-03-07 19:32:55,1613,4.49,1
2024-03-07 19:32:55,1662.9,4.206,1
2024-03-07 19:32:55,1687.7,4.08,1
2024-03-07 19:32:55,1737.7,3.94,1
2024-03-07 19:32:55,1813.1,3.674,1
2024-03-07 19:32:55,1862.6,3.46,1
2024-03-07 19:32:55,1887.8,3.401,1
2024-03-07 19:32:55,1937.7,3.297,1
2024-03-07 19:32:55,2009.8,3.058,1
2024-03-17 19:25:13,0.2,28.604,1
2024-03-17 19:25:13,0.9,28.616,1
2024-03-17 19:25:13,3,28.463,1
2024-03-17 19:25:13,5.8,28.432,1
2024-03-17 19:25:13,7.8,28.419,1
2024-03-17 19:25:13,9.8,28.405,1
2024-03-17 19:25:13,25.2,28.342,1
2024-03-17 19:25:13,35.5,28.122,1
2024-03-17 19:25:13,65.8,27.931,1
2024-03-17 19:25:13,75.3,27.656,1
2024-03-17 19:25:13,105.3,23.651,1
2024-03-17 19:25:13,115.7,22.509,1
2024-03-17 19:25:13,135.4,21.428,1
2024-03-17 19:25:13,165.2,18.51,1
2024-03-17 19:25:13,185.3,17.071,1
2024-03-17 19:25:13,212.8,15.753,1
2024-03-17 19:25:13,287.6,13.484,1
2024-03-17 19:25:13,337.8,12.779,1
2024-03-17 19:25:13,362.9,12.529,1
2024-03-17 19:25:13,437.7,12.127,1
2024-03-17 19:25:13,463.4,12.207,1
2024-03-17 19:25:13,538,11.968,1
2024-03-17 19:25:13,562.9,11.858,1
2024-03-17 19:25:13,613,11.583,1
2024-03-17 19:25:13,712.9,10.791,1
2024-03-17 19:25:13,763.8,10.551,1
2024-03-17 19:25:13,812.7,10.229,1
2024-03-17 19:25:13,837.7,9.996,1
2024-03-17 19:25:13,887.9,9.594,1
2024-03-17 19:25:13,937.8,9.212,1
2024-03-17 19:25:13,988,8.911,1
2024-03-17 19:25:13,1037.7,8.453,1
2024-03-17 19:25:13,1112.8,7.854,1
2024-03-17 19:25:13,1137.5,7.695,1
2024-03-17 19:25:13,1187.5,7.401,1
2024-03-17 19:25:13,1263.5,6.811,1
2024-03-17 19:25:13,1337.9,6.542,1
2024-03-17 19:25:13,1362.7,6.367,1
2024-03-17 19:25:13,1412.8,5.925,1
2024-03-17 19:25:13,1463,5.644,1
2024-03-17 19:25:13,1513.3,5.252,1
2024-03-17 19:25:13,1562.6,4.945,1
2024-03-17 19:25:13,1612.7,4.516,1
2024-03-17 19:25:13,1663,4.345,1
2024-03-17 19:25:13,1712.8,4.152,1
2024-03-17 19:25:13,1762.9,3.913,1
2024-03-17 19:25:13,1837.9,3.669,1
2024-03-17 19:25:13,1887.6,3.45,1
2024-03-17 19:25:13,1912.9,3.345,1
2024-03-17 19:25:13,1980.7,3.202,1
2024-03-27 19:35:55,0.4,28.791,1
2024-03-27 19:35:55,1.8,28.794,1
2024-03-27 19:35:55,4.1,28.795,1
2024-03-27 19:35:55,5.9,28.753,1
2024-03-27 19:35:55,7.1,28.691,1
2024-03-27 19:35:55,8.9,28.441,1
2024-03-27 19:35:55,25.5,28.217,1
2024-03-27 19:35:55,45.2,28.151,1
2024-03-27 19:35:55,55.5,27.886,1
2024-03-27 19:35:55,85.2,25.618,1
2024-03-27 19:35:55,95.3,24.157,1
2024-03-27 19:35:55,115.4,22.371,1
2024-03-27 19:35:55,135.3,21.498,1
2024-03-27 19:35:55,165.1,18.649,1
2024-03-27 19:35:55,195.4,16.445,1
2024-03-27 19:35:55,212.7,15.733,1
2024-03-27 19:35:55,287.8,14.026,1
2024-03-27 19:35:55,312.7,13.625,1
2024-03-27 19:35:55,362.4,12.725,1
2024-03-27 19:35:55,437.9,12.474,1
2024-03-27 19:35:55,463,12.277,1
2024-03-27 19:35:55,512.9,12.191,1
2024-03-27 19:35:55,587.9,11.62,1
2024-03-27 19:35:55,612.9,11.39,1
2024-03-27 19:35:55,663.1,11.338,1
2024-03-27 19:35:55,737.8,10.619,1
2024-03-27 19:35:55,787.9,10.374,1
2024-03-27 19:35:55,862.6,9.863,1
2024-03-27 19:35:55,912.9,9.463,1
2024-03-27 19:35:55,962.9,9.142,1
2024-03-27 19:35:55,1013,8.541,1
2024-03-27 19:35:55,1062.8,8.295,1
2024-03-27 19:35:55,1087.8,8.142,1
2024-03-27 19:35:55,1137.5,7.714,1
2024-03-27 19:35:55,1187.5,7.32,1
2024-03-27 19:35:55,1237.6,6.999,1
2024-03-27 19:35:55,1337.9,6.257,1
2024-03-27 19:35:55,1387.7,5.975,1
2024-03-27 19:35:55,1437.7,5.628,1
2024-03-27 19:35:55,1487.9,5.134,1
2024-03-27 19:35:55,1538,4.971,1
2024-03-27 19:35:55,1587.9,4.472,1
2024-03-27 19:35:55,1637.7,4.225,1
2024-03-27 19:35:55,1662.6,4.182,1
2024-03-27 19:35:55,1712.7,4.05,1
2024-03-27 19:35:55,1787.9,3.746,1
2024-03-27 19:35:55,1837.9,3.569,1
2024-03-27 19:35:55,1888,3.348,1
2024-03-27 19:35:55,1938,3.206,1
2024-03-27 19:35:55,1979.7,3.053,1
2024-04-06 16:44:34,0.1,28.853,1
2024-04-06 16:44:34,0.8,28.848,1
2024-04-06 16:44:34,3.8,28.847,1
2024-04-06 16:44:34,5.6,28.848,1
2024-04-06 16:44:34,6.6,28.848,1
2024-04-06 16:44:34,8.6,28.831,1
2024-04-06 16:44:34,15.2,28.81,1
2024-04-06 16:44:34,36,28.65,1
2024-04-06 16:44:34,55.2,28.173,1
2024-04-06 16:44:34,75.7,27.735,1
2024-04-06 16:44:34,105.2,24.118,1
2024-04-06 16:44:34,125,22.989,1
2024-04-06 16:44:34,145.5,21.009,1
2024-04-06 16:44:34,165.4,19.402,1
2024-04-06 16:44:34,184.9,17.598,1
2024-04-06 16:44:34,213.3,15.831,1
2024-04-06 16:44:34,262.8,14.14,1
2024-04-06 16:44:34,288,13.706,1
2024-04-06 16:44:34,363.5,12.769,1
2024-04-06 16:44:34,412.5,12.699,1
2024-04-06 16:44:34,462.6,12.385,1
2024-04-06 16:44:34,487.6,12.377,1
2024-04-06 16:44:34,563.1,11.892,1
2024-04-06 16:44:34,587.9,11.753,1
2024-04-06 16:44:34,637.9,11.624,1
2024-04-06 16:44:34,688.1,11.215,1
2024-04-06 16:44:34,762.8,10.68,1
2024-04-06 16:44:34,813.1,10.367,1
2024-04-06 16:44:34,838.1,10.181,1
2024-04-06 16:44:34,887.8,9.71,1
2024-04-06 16:44:34,937.9,9.343,1
2024-04-06 16:44:34,1013.1,8.682,1
2024-04-06 16:44:34,1062.8,8.283,1
2024-04-06 16:44:34,1087.8,8.137,1
2024-04-06 16:44:34,1162.7,7.595,1
2024-04-06 16:44:34,1187.9,7.435,1
2024-04-06 16:44:34,1263.3,6.925,1
2024-04-06 16:44:34,1312.8,6.547,1
2024-04-06 16:44:34,1338,6.318,1
2024-04-06 16:44:34,1412.7,5.761,1
2024-04-06 16:44:34,1462.7,5.439,1
2024-04-06 16:44:34,1512.7,5.074,1
2024-04-06 16:44:34,1563.1,4.801,1
2024-04-06 16:44:34,1588.1,4.703,1
2024-04-06 16:44:34,1638.2,4.452,1
2024-04-06 16:44:34,1687.9,4.132,1
2024-04-06 16:44:34,1763.2,3.742,1
2024-04-06 16:44:34,1788.1,3.665,1
2024-04-06 16:44:34,1862.8,3.436,1
2024-04-06 16:44:34,1900.7,3.407,1
2024-04-16 10:45:25,0.3,29.552,1
2024-04-16 10:45:25,1.1,29.54,1
2024-04-16 10:45:25,2,29.476,1
2024-04-16 10:45:25,3.7,29.437,1
2024-04-16 10:45:25,5.6,29.424,1
2024-04-16 10:45:25,7.5,29.421,1
2024-04-16 10:45:25,8.5,29.417,1
2024-04-16 10:45:25,9.5,29.413,1
2024-04-16 10:45:25,35.2,29.406,1
2024-04-16 10:45:25,45.2,29.36,1
2024-04-16 10:45:25,65.1,28.518,1
2024-04-16 10:45:25,75.1,27.581,1
2024-04-16 10:45:25,95.4,26.383,1
2024-04-16 10:45:25,105.4,25.413,1
2024-04-16 10:45:25,125.7,22.573,1
2024-04-16 10:45:25,135.1,21.489,1
2024-04-16 10:45:25,155.3,19.726,1
2024-04-16 10:45:25,175.4,17.217,1
2024-04-16 10:45:25,195.2,16.435,1
2024-04-16 10:45:25,214.3,16.008,1
2024-04-16 10:45:25,237.5,14.844,1
2024-04-16 10:45:25,288,14.171,1
2024-04-16 10:45:25,337.8,13.109,1
2024-04-16 10:45:25,387.5,12.991,1
2024-04-16 10:45:25,412.7,12.627,1
2024-04-16 10:45:25,463.3,12.41,1
2024-04-16 10:45:25,512.8,12.29,1
2024-04-16 10:45:25,537.6,12.128,1
2024-04-16 10:45:25,562.8,11.868,1
2024-04-16 10:45:25,612.9,11.698,1
2024-04-16 10:45:25,662.9,11.259,1
2024-04-16 10:45:25,688.1,11.011,1
2024-04-16 10:45:25,737.8,10.69,1
2024-04-16 10:45:25,788.7,10.161,1
2024-04-16 10:45:25,812.7,10.052,1
2024-04-16 10:45:25,862.6,9.703,1
2024-04-16 10:45:25,912.9,9.279,1
2024-04-16 10:45:25,963.1,9.057,1
2024-04-16 10:45:25,988,8.859,1
2024-04-16 10:45:25,1037.9,8.479,1
2024-04-16 10:45:25,1062.7,8.196,1
2024-04-16 10:45:25,1113.5,7.769,1
2024-04-16 10:45:25,1137.5,7.615,1
2024-04-16 10:45:25,1187.8,7.5,1
2024-04-16 10:45:25,1213.2,7.302,1
2024-04-16 10:45:25,1262.7,6.871,1
2024-04-16 10:45:25,1312.9,6.591,1
2024-04-16 10:45:25,1362.8,6.341,1
2024-04-16 10:45:25,1413.2,6.16,1
2024-04-16 10:45:25,1429.4,6.047,1
2024-04-26 09:48:25,0.2,29.369,1
2024-04-26 09:48:25,0.8,29.369,1
2024-04-26 09:48:25,2,29.368,1
2024-04-26 09:48:25,3.7,29.356,1
2024-04-26 09:48:25,6.2,29.34,1
2024-04-26 09:48:25,7.1,29.34,1
2024-04-26 09:48:25,8.8,29.34,1
2024-04-26 09:48:25,15.4,29.319,1
2024-04-26 09:48:25,25.4,28.986,1
2024-04-26 09:48:25,45.7,28.356,1
2024-04-26 09:48:25,55.3,27.729,1
2024-04-26 09:48:25,75.6,26.345,1
2024-04-26 09:48:25,94.9,25.747,1
2024-04-26 09:48:25,105,25.472,1
2024-04-26 09:48:25,125.2,24.258,1
2024-04-26 09:48:25,135.7,23.38,1
2024-04-26 09:48:25,155.6,19.682,1
2024-04-26 09:48:25,165.7,19.361,1
2024-04-26 09:48:25,175.3,18.768,1
2024-04-26 09:48:25,212.1,15.996,1
2024-04-26 09:48:25,237.6,14.964,1
2024-04-26 09:48:25,263.2,14.167,1
2024-04-26 09:48:25,313.2,13.707,1
2024-04-26 09:48:25,339.1,13.348,1
2024-04-26 09:48:25,387.9,12.895,1
2024-04-26 09:48:25,437.9,12.687,1
2024-04-26 09:48:25,462.7,12.625,1
2024-04-26 09:48:25,512.9,12.317,1
2024-04-26 09:48:25,537.6,12.153,1
2024-04-26 09:48:25,588.2,11.934,1
2024-04-26 09:48:25,613.3,11.782,1
2024-04-26 09:48:25,688.8,10.898,1
2024-04-26 09:48:25,712.8,10.686,1
2024-04-26 09:48:25,737.6,10.436,1
2024-04-26 09:48:25,788.1,10.024,1
2024-04-26 09:48:25,812.8,9.931,1
2024-04-26 09:48:25,862.7,9.506,1
2024-04-26 09:48:25,912.5,9.157,1
2024-04-26 09:48:25,938,8.977,1
2024-04-26 09:48:25,987.7,8.637,1
2024-04-26 09:48:25,1012.6,8.475,1
2024-04-26 09:48:25,1063,8.001,1
2024-04-26 09:48:25,1088.2,7.734,1
2024-04-26 09:48:25,1138.1,7.488,1
2024-04-26 09:48:25,1186.8,7.475,1
2024-04-26 09:48:25,1212.6,7.466,1
2024-04-26 09:48:25,1263.3,7.332,1
2024-04-26 09:48:25,1312.3,7.184,1
2024-04-26 09:48:25,1337.5,6.997,1
2024-04-26 09:48:25,1378.4,6.442,1
2024-05-06 08:55:25,0.1,29.427,1
2024-05-06 08:55:25,0.9,29.42,1
2024-05-06 08:55:25,1.8,29.42,1
2024-05-06 08:55:25,3.8,29.42,1
2024-05-06 08:55:25,4.8,29.417,1
2024-05-06 08:55:25,6.9,29.417,1
2024-05-06 08:55:25,8,29.416,1
2024-05-06 08:55:25,9.1,29.418,1
2024-05-06 08:55:25,16,29.417,1
2024-05-06 08:55:25,25.2,28.757,1
2024-05-06 08:55:25,44.8,27.319,1
2024-05-06 08:55:25,65.5,25.762,1
2024-05-06 08:55:25,75.8,25.397,1
2024-05-06 08:55:25,95.2,24.699,1
2024-05-06 08:55:25,105.1,24.24,1
2024-05-06 08:55:25,115.4,23.797,1
2024-05-06 08:55:25,135.7,21.999,1
2024-05-06 08:55:25,155.3,20.22,1
2024-05-06 08:55:25,165.2,19.743,1
2024-05-06 08:55:25,185.7,18.879,1
2024-05-06 08:55:25,195.4,17.845,1
2024-05-06 08:55:25,237.4,15.448,1
2024-05-06 08:55:25,263.3,14.807,1
2024-05-06 08:55:25,287.7,13.919,1
2024-05-06 08:55:25,338.4,13.497,1
2024-05-06 08:55:25,363.1,13.481,1
2024-05-06 08:55:25,413.3,12.918,1
2024-05-06 08:55:25,437.2,12.837,1
2024-05-06 08:55:25,487.9,12.612,1
2024-05-06 08:55:25,513.1,12.521,1
2024-05-06 08:55:25,562.9,12.313,1
2024-05-06 08:55:25,587.9,12.052,1
2024-05-06 08:55:25,612.9,11.845,1
2024-05-06 08:55:25,663.3,11.375,1
2024-05-06 08:55:25,687.8,11.183,1
2024-05-06 08:55:25,737.7,10.681,1
2024-05-06 08:55:25,763.4,10.483,1
2024-05-06 08:55:25,812.8,10.052,1
2024-05-06 08:55:25,863.1,9.506,1
2024-05-06 08:55:25,888.3,9.278,1
2024-05-06 08:55:25,937.8,8.95,1
2024-05-06 08:55:25,962.9,8.706,1
2024-05-06 08:55:25,1013,8.411,1
2024-05-06 08:55:25,1037.8,8.221,1
2024-05-06 08:55:25,1062.7,8.066,1
2024-05-06 08:55:25,1112.7,7.854,1
2024-05-06 08:55:25,1162.5,7.61,1
2024-05-06 08:55:25,1187.7,7.541,1
2024-05-06 08:55:25,1212.9,7.458,1
2024-05-06 08:55:25,1258.8,7.002,1
2024-05-16 08:14:25,0.2,30.416,1
2024-05-16 08:14:25,0.9,30.416,1
2024-05-16 08:14:25,1.9,30.416,1
2024-05-16 08:14:25,4.1,30.416,1
2024-05-16 08:14:25,4.9,30.414,1
2024-05-16 08:14:25,6,30.414,1
2024-05-16 08:14:25,8.3,30.414,1
2024-05-16 08:14:25,9.2,30.415,1
2024-05-16 08:14:25,15.5,30.408,1
2024-05-16 08:14:25,25.1,29.951,1
2024-05-16 08:14:25,35.5,29.513,1
2024-05-16 08:14:25,45,28.727,1
2024-05-16 08:14:25,65.5,26.545,1
2024-05-16 08:14:25,75.3,25.775,1
2024-05-16 08:14:25,95.2,24.577,1
2024-05-16 08:14:25,105.3,23.888,1
2024-05-16 08:14:25,115.5,22.932,1
2024-05-16 08:14:25,135.1,19.591,1
2024-05-16 08:14:25,155.1,17.681,1
2024-05-16 08:14:25,165.1,16.961,1
2024-05-16 08:14:25,175,16.592,1
2024-05-16 08:14:25,195.1,16.128,1
2024-05-16 08:14:25,212.8,15.475,1
2024-05-16 08:14:25,238.2,14.483,1
2024-05-16 08:14:25,288,13.852,1
2024-05-16 08:14:25,313.2,13.624,1
2024-05-16 08:14:25,338,13.668,1
2024-05-16 08:14:25,388,13.217,1
2024-05-16 08:14:25,412.7,13.021,1
2024-05-16 08:14:25,462.9,12.71,1
2024-05-16 08:14:25,487.8,12.526,1
2024-05-16 08:14:25,512.8,12.364,1
2024-05-16 08:14:25,562.6,12.253,1
2024-05-16 08:14:25,587.7,12.056,1
2024-05-16 08:14:25,638.6,11.451,1
2024-05-16 08:14:25,662.9,11.141,1
2024-05-16 08:14:25,688.2,10.999,1
2024-05-16 08:14:25,737.6,10.727,1
2024-05-16 08:14:25,762.6,10.597,1
2024-05-16 08:14:25,812.9,10.142,1
2024-05-16 08:14:25,838.3,9.954,1
2024-05-16 08:14:25,887.3,9.55,1
2024-05-16 08:14:25,912.6,9.278,1
2024-05-16 08:14:25,962.8,9.025,1
2024-05-16 08:14:25,987.4,8.844,1
2024-05-16 08:14:25,1012.9,8.698,1
2024-05-16 08:14:25,1063,8.469,1
2024-05-16 08:14:25,1088,8.332,1
2024-05-16 08:14:25,1112.6,8.055,1
2024-05-16 08:14:25,1162.6,7.7,1
2024-05-26 04:34:25,0.4,30.599,1
2024-05-26 04:34:25,1.1,30.603,1
2024-05-26 04:34:25,1.9,30.607,1
2024-05-26 04:34:25,3,30.616,1
2024-05-26 04:34:25,3.8,30.617,1
2024-05-26 04:34:25,4.7,30.619,1
2024-05-26 04:34:25,5.7,30.612,1
2024-05-26 04:34:25,6.6,30.614,1
2024-05-26 04:34:25,9.3,30.613,1
2024-05-26 04:34:25,10.3,30.617,1
2024-05-26 04:34:25,15.6,30.595,1
2024-05-26 04:34:25,25,30.141,1
2024-05-26 04:34:25,35.2,28.244,1
2024-05-26 04:34:25,45.4,27.183,1
2024-05-26 04:34:25,55.4,26.536,1
2024-05-26 04:34:25,65.5,25.652,1
2024-05-26 04:34:25,84.9,24.176,1
2024-05-26 04:34:25,95.2,22.952,1
2024-05-26 04:34:25,105.2,22.309,1
2024-05-26 04:34:25,115.4,21.754,1
2024-05-26 04:34:25,125.4,20.88,1
2024-05-26 04:34:25,135.5,19.985,1
2024-05-26 04:34:25,145.2,19.522,1
2024-05-26 04:34:25,155.5,18.831,1
2024-05-26 04:34:25,175.1,17.812,1
2024-05-26 04:34:25,185.5,17.163,1
2024-05-26 04:34:25,195.3,16.51,1
2024-05-26 04:34:25,212.7,15.813,1
2024-05-26 04:34:25,238.8,15.036,1
2024-05-26 04:34:25,263.2,14.491,1
2024-05-26 04:34:25,288.1,14.023,1
2024-05-26 04:34:25,313,13.967,1
2024-05-26 04:34:25,338.1,13.551,1
2024-05-26 04:34:25,387.8,13.343,1
2024-05-26 04:34:25,412.7,13.215,1
2024-05-26 04:34:25,437.8,13.038,1
2024-05-26 04:34:25,463,12.679,1
2024-05-26 04:34:25,488.1,12.469,1
2024-05-26 04:34:25,513.7,12.41,1
2024-05-26 04:34:25,537.7,12.349,1
2024-05-26 04:34:25,562.8,12.255,1
2024-05-26 04:34:25,612.6,11.855,1
2024-05-26 04:34:25,637.8,11.511,1
2024-05-26 04:34:25,662.7,11.261,1
2024-05-26 04:34:25,687.8,11.07,1
2024-05-26 04:34:25,712.7,10.83,1
2024-05-26 04:34:25,738,10.662,1
2024-05-26 04:34:25,763,10.422,1
2024-05-26 04:34:25,787.5,10.021,1
2024-05-26 04:34:25,835.5,9.681,1
2024-06-05 11:08:56,0.1,31.708,1
2024-06-05 11:08:56,0.8,31.457,1
2024-06-05 11:08:56,1.8,31.407,1
2024-06-05 11:08:56,3.8,31.379,1
2024-06-05 11:08:56,6.2,31.344,1
2024-06-05 11:08:56,8.1,31.116,1
2024-06-05 11:08:56,9.1,30.937,1
2024-06-05 11:08:56,10.1,30.862,1
2024-06-05 11:08:56,25.7,30.494,1
2024-06-05 11:08:56,45.3,26.462,1
2024-06-05 11:08:56,55.7,25.971,1
2024-06-05 11:08:56,75.5,24.159,1
2024-06-05 11:08:56,85.5,23.245,1
2024-06-05 11:08:56,105.2,20.947,1
2024-06-05 11:08:56,125.4,19.402,1
2024-06-05 11:08:56,145,18.103,1
2024-06-05 11:08:56,155,17.109,1
2024-06-05 11:08:56,165.2,16.552,1
2024-06-05 11:08:56,185,15.833,1
2024-06-05 11:08:56,212.9,15.26,1
2024-06-05 11:08:56,262.7,14.544,1
2024-06-05 11:08:56,288,14.084,1
2024-06-05 11:08:56,338.2,13.65,1
2024-06-05 11:08:56,362.9,13.336,1
2024-06-05 11:08:56,388.1,12.951,1
2024-06-05 11:08:56,463,12.565,1
2024-06-05 11:08:56,488,12.489,1
2024-06-05 11:08:56,538.3,11.988,1
2024-06-05 11:08:56,562.9,11.867,1
2024-06-05 11:08:56,612.8,11.612,1
2024-06-05 11:08:56,637.5,11.466,1
2024-06-05 11:08:56,688,11.03,1
2024-06-05 11:08:56,738,10.58,1
2024-06-05 11:08:56,762.6,10.256,1
2024-06-05 11:08:56,787.7,10.128,1
2024-06-05 11:08:56,837.9,9.772,1
2024-06-05 11:08:56,888.1,9.303,1
2024-06-05 11:08:56,939,9.016,1
2024-06-05 11:08:56,962.7,8.809,1
2024-06-05 11:08:56,1012.7,8.5,1
2024-06-05 11:08:56,1037.8,8.389,1
2024-06-05 11:08:56,1087.9,8.097,1
2024-06-05 11:08:56,1138.4,7.789,1
2024-06-05 11:08:56,1162.8,7.547,1
2024-06-05 11:08:56,1213.1,7.368,1
2024-06-05 11:08:56,1262.8,6.992,1
2024-06-05 11:08:56,1287.3,6.861,1
2024-06-05 11:08:56,1312.9,6.6,1
2024-06-05 11:08:56,1388.7,6.252,1
2024-06-05 11:08:56,1401.1,6.117,1
2024-06-15 08:56:55,0,31,1
2024-06-15 08:56:55,0.7,31.002,1
