Datetime,Sea pressure - decibar,Practical salinity adjusted,QC
2024-08-14 15:30:25,15.8,36.23,1
2024-08-14 15:30:25,35.7,36.295,1
2024-08-14 15:30:25,45.7,36.291,1
2024-08-14 15:30:25,65.3,36.434,1
2024-08-14 15:30:25,85.5,36.331,1
2024-08-14 15:30:25,105.4,36.102,1
2024-08-14 15:30:25,125.8,36.023,1
2024-08-14 15:30:25,145.3,36.041,1
2024-08-14 15:30:25,155.1,36.094,1
2024-08-14 15:30:25,185.7,36.172,1
2024-08-14 15:30:25,195.9,36.148,1
2024-08-14 15:30:25,262.8,35.828,1
2024-08-14 15:30:25,287.8,35.751,1
2024-08-14 15:30:25,363,35.7,1
2024-08-14 15:30:25,388.4,35.669,1
2024-08-14 15:30:25,413.2,35.627,1
2024-08-14 15:30:25,463.6,35.638,1
2024-08-14 15:30:25,512.9,35.691,1
2024-08-14 15:30:25,563,35.709,1
2024-08-14 15:30:25,613,35.69,1
2024-08-14 15:30:25,663.2,35.654,1
2024-08-14 15:30:25,713.1,35.593,1
2024-08-14 15:30:25,762.6,35.559,1
2024-08-14 15:30:25,812.8,35.52,1
2024-08-14 15:30:25,862.7,35.489,1
2024-08-14 15:30:25,912.9,35.444,1
2024-08-14 15:30:25,937.8,35.428,1
2024-08-14 15:30:25,987.8,35.38,1
2024-08-14 15:30:25,1062.5,35.325,1
2024-08-14 15:30:25,1112.9,35.291,1
2024-08-14 15:30:25,1137.9,35.264,1
2024-08-14 15:30:25,1187.8,35.245,1
2024-08-14 15:30:25,1237.6,35.194,1
2024-08-14 15:30:25,1288,35.161,1
2024-08-14 15:30:25,1337.6,35.139,1
2024-08-14 15:30:25,1387.9,35.114,1
2024-08-14 15:30:25,1437.7,35.097,1
2024-08-14 15:30:25,1462.7,35.087,1
2024-08-14 15:30:25,1537.8,35.041,1
2024-08-14 15:30:25,1587.8,35.02,1
2024-08-14 15:30:25,1638.2,34.993,1
2024-08-14 15:30:25,1687.8,34.974,1
2024-08-14 15:30:25,1712.6,34.946,1
2024-08-14 15:30:25,1752.3,34.916,1
2024-08-24 19:42:32,0.3,36.325,1
2024-08-24 19:42:32,1,36.328,1
2024-08-24 19:42:32,2.9,36.334,1
2024-08-24 19:42:32,6,36.331,1
2024-08-24 19:42:32,6.7,36.33,1
2024-08-24 19:42:32,9.3,36.336,1
2024-08-24 19:42:32,15.8,36.334,1
2024-08-24 19:42:32,45.9,36.312,1
2024-08-24 19:42:32,65.4,36.462,1
2024-08-24 19:42:32,85.5,36.361,1
2024-08-24 19:42:32,105.8,36.142,1
2024-08-24 19:42:32,135.5,35.974,1
2024-08-24 19:42:32,155.7,35.782,1
2024-08-24 19:42:32,165.4,35.821,1
2024-08-24 19:42:32,195,35.809,1
2024-08-24 19:42:32,237.9,36.059,1
2024-08-24 19:42:32,313.1,35.834,1
2024-08-24 19:42:32,362.8,35.818,1
2024-08-24 19:42:32,412.8,35.657,1
2024-08-24 19:42:32,463.9,35.656,1
2024-08-24 19:42:32,512.7,35.69,1
2024-08-24 19:42:32,563.1,35.708,1
2024-08-24 19:42:32,588.2,35.703,1
2024-08-24 19:42:32,662.7,35.648,1
2024-08-24 19:42:32,737.7,35.578,1
2024-08-24 19:42:32,788,35.548,1
2024-08-24 19:42:32,838,35.513,1
2024-08-24 19:42:32,887.7,35.462,1
2024-08-24 19:42:32,912.8,35.443,1
2024-08-24 19:42:32,988.1,35.394,1
2024-08-24 19:42:32,1038.2,35.349,1
2024-08-24 19:42:32,1062.8,35.337,1
2024-08-24 19:42:32,1138,35.278,1
2024-08-24 19:42:32,1213.1,35.228,1
2024-08-24 19:42:32,1238.1,35.217,1
2024-08-24 19:42:32,1287.7,35.181,1
2024-08-24 19:42:32,1337.7,35.153,1
2024-08-24 19:42:32,1412.7,35.109,1
2024-08-24 19:42:32,1462.7,35.056,1
2024-08-24 19:42:32,1512.7,35.031,1
2024-08-24 19:42:32,1587.9,34.987,1
2024-08-24 19:42:32,1637.7,34.965,1
2024-08-24 19:42:32,1662.6,34.952,1
2024-08-24 19:42:32,1713.1,34.931,1
2024-08-24 19:42:32,1762.8,34.898,1
2024-08-24 19:42:32,1813.1,34.886,1
2024-08-24 19:42:32,1864,34.877,1
2024-08-24 19:42:32,1912.9,34.861,1
2024-08-24 19:42:32,1962.9,34.85,1
2024-08-24 19:42:32,2025.9,34.831,1
2024-09-03 19:32:51,0.1,36.407,1
2024-09-03 19:32:51,0.8,36.41,1
2024-09-03 19:32:51,3.1,36.408,1
2024-09-03 19:32:51,6.1,36.411,1
2024-09-03 19:32:51,6.9,36.407,1
2024-09-03 19:32:51,10,36.41,1
2024-09-03 19:32:51,25.4,36.414,1
2024-09-03 19:32:51,35.6,36.413,1
2024-09-03 19:32:51,65.4,36.429,1
2024-09-03 19:32:51,85.2,36.218,1
2024-09-03 19:32:51,115.6,36.087,1
2024-09-03 19:32:51,135.1,35.908,1
2024-09-03 19:32:51,145.3,35.871,1
2024-09-03 19:32:51,174.9,35.822,1
2024-09-03 19:32:51,195.5,36.032,1
2024-09-03 19:32:51,213,36.047,1
2024-09-03 19:32:51,262.9,35.822,1
2024-09-03 19:32:51,363.1,35.755,1
2024-09-03 19:32:51,412.8,35.745,1
2024-09-03 19:32:51,462.5,35.672,1
2024-09-03 19:32:51,513,35.7,1
2024-09-03 19:32:51,537.5,35.669,1
2024-09-03 19:32:51,612.8,35.657,1
2024-09-03 19:32:51,638,35.63,1
2024-09-03 19:32:51,712.5,35.59,1
2024-09-03 19:32:51,762.7,35.545,1
2024-09-03 19:32:51,838.1,35.511,1
2024-09-03 19:32:51,887.8,35.474,1
2024-09-03 19:32:51,913,35.45,1
2024-09-03 19:32:51,963.8,35.395,1
2024-09-03 19:32:51,1038,35.336,1
2024-09-03 19:32:51,1062.9,35.31,1
2024-09-03 19:32:51,1138,35.27,1
2024-09-03 19:32:51,1187.9,35.255,1
2024-09-03 19:32:51,1237.7,35.221,1
2024-09-03 19:32:51,1313,35.158,1
2024-09-03 19:32:51,1362.7,35.12,1
2024-09-03 19:32:51,1388.1,35.106,1
2024-09-03 19:32:51,1437.8,35.066,1
2024-09-03 19:32:51,1488.3,35.036,1
2024-09-03 19:32:51,1588.2,34.992,1
2024-09-03 19:32:51,1613.2,34.974,1
2024-09-03 19:32:51,1688,34.934,1
2024-09-03 19:32:51,1713,34.92,1
2024-09-03 19:32:51,1762.7,34.901,1
2024-09-03 19:32:51,1812.8,34.88,1
2024-09-03 19:32:51,1887.9,34.858,1
2024-09-03 19:32:51,1913,34.851,1
2024-09-03 19:32:51,1963.5,34.843,1
2024-09-03 19:32:51,2030.1,34.828,1
2024-09-23 19:40:13,0.3,36.579,1
2024-09-23 19:40:13,2,36.585,1
2024-09-23 19:40:13,2.8,36.58,1
2024-09-23 19:40:13,6.1,36.581,1
2024-09-23 19:40:13,7,36.581,1
2024-09-23 19:40:13,8.9,36.582,1
2024-09-23 19:40:13,25.3,36.566,1
2024-09-23 19:40:13,35.2,36.559,1
2024-09-23 19:40:13,55.1,36.364,1
2024-09-23 19:40:13,75.7,36.251,1
2024-09-23 19:40:13,105.5,35.989,1
2024-09-23 19:40:13,125.8,35.786,1
2024-09-23 19:40:13,145.3,35.593,1
2024-09-23 19:40:13,175.8,35.666,1
2024-09-23 19:40:13,195.5,35.946,1
2024-09-23 19:40:13,213.1,35.971,1
2024-09-23 19:40:13,288,35.789,1
2024-09-23 19:40:13,313.1,35.822,1
2024-09-23 19:40:13,387.9,35.767,1
2024-09-23 19:40:13,438.2,35.703,1
2024-09-23 19:40:13,463,35.66,1
2024-09-23 19:40:13,512.5,35.673,1
2024-09-23 19:40:13,563,35.663,1
2024-09-23 19:40:13,638.2,35.651,1
2024-09-23 19:40:13,712.6,35.596,1
2024-09-23 19:40:13,737.7,35.575,1
2024-09-23 19:40:13,812.8,35.522,1
2024-09-23 19:40:13,837.8,35.489,1
2024-09-23 19:40:13,888.3,35.471,1
2024-09-23 19:40:13,962.9,35.422,1
2024-09-23 19:40:13,1012.5,35.373,1
2024-09-23 19:40:13,1062.9,35.347,1
2024-09-23 19:40:13,1112.8,35.312,1
2024-09-23 19:40:13,1137.8,35.289,1
2024-09-23 19:40:13,1213.6,35.234,1
2024-09-23 19:40:13,1237.6,35.219,1
2024-09-23 19:40:13,1337.9,35.142,1
2024-09-23 19:40:13,1388.5,35.118,1
2024-09-23 19:40:13,1413,35.102,1
2024-09-23 19:40:13,1462.9,35.072,1
2024-09-23 19:40:13,1538.1,35.033,1
2024-09-23 19:40:13,1562.9,35.02,1
2024-09-23 19:40:13,1612.8,34.986,1
2024-09-23 19:40:13,1662.9,34.965,1
2024-09-23 19:40:13,1712.5,34.934,1
2024-09-23 19:40:13,1762.9,34.917,1
2024-09-23 19:40:13,1812.9,34.892,1
2024-09-23 19:40:13,1887.9,34.867,1
2024-09-23 19:40:13,1937.5,34.852,1
2024-09-23 19:40:13,1989.2,34.844,1
2024-10-03 19:27:55,0.2,36.289,1
2024-10-03 19:27:55,1.1,36.194,1
2024-10-03 19:27:55,3.1,36.357,1
2024-10-03 19:27:55,4.9,36.426,1
2024-10-03 19:27:55,7.8,36.44,1
2024-10-03 19:27:55,8.8,36.438,1
2024-10-03 19:27:55,25.1,36.489,1
2024-10-03 19:27:55,35.8,36.532,1
2024-10-03 19:27:55,65.3,36.434,1
2024-10-03 19:27:55,85.1,36.23,1
2024-10-03 19:27:55,105.5,36.123,1
2024-10-03 19:27:55,115.5,36.121,1
2024-10-03 19:27:55,135.3,35.903,1
2024-10-03 19:27:55,175.4,36.017,1
2024-10-03 19:27:55,195.4,36.002,1
2024-10-03 19:27:55,213,35.907,1
2024-10-03 19:27:55,287.6,35.717,1
2024-10-03 19:27:55,337.7,35.788,1
2024-10-03 19:27:55,362.7,35.754,1
2024-10-03 19:27:55,412.5,35.731,1
2024-10-03 19:27:55,462.5,35.681,1
2024-10-03 19:27:55,513.2,35.688,1
2024-10-03 19:27:55,562.7,35.654,1
2024-10-03 19:27:55,612.8,35.645,1
2024-10-03 19:27:55,663.5,35.602,1
2024-10-03 19:27:55,762.9,35.551,1
2024-10-03 19:27:55,812.8,35.523,1
2024-10-03 19:27:55,862.5,35.477,1
2024-10-03 19:27:55,913,35.446,1
2024-10-03 19:27:55,938.7,35.422,1
2024-10-03 19:27:55,1013.2,35.359,1
2024-10-03 19:27:55,1037.9,35.344,1
2024-10-03 19:27:55,1087.5,35.322,1
2024-10-03 19:27:55,1162.7,35.27,1
2024-10-03 19:27:55,1187.7,35.246,1
2024-10-03 19:27:55,1237.7,35.218,1
2024-10-03 19:27:55,1312.8,35.169,1
2024-10-03 19:27:55,1362.8,35.13,1
2024-10-03 19:27:55,1437.9,35.081,1
2024-10-03 19:27:55,1487.9,35.038,1
2024-10-03 19:27:55,1538.1,35.01,1
2024-10-03 19:27:55,1563.2,34.995,1
2024-10-03 19:27:55,1638.1,34.937,1
2024-10-03 19:27:55,1663.2,34.925,1
2024-10-03 19:27:55,1738.1,34.907,1
2024-10-03 19:27:55,1787.6,34.895,1
2024-10-03 19:27:55,1837.7,34.886,1
2024-10-03 19:27:55,1863.8,34.879,1
2024-10-03 19:27:55,1937.8,34.852,1
2024-10-03 19:27:55,1987.9,34.843,1
2024-10-13 19:27:57,0.1,36.441,1
2024-10-13 19:27:57,2.1,36.439,1
2024-10-13 19:27:57,3.7,36.442,1
2024-10-13 19:27:57,4.9,36.44,1
2024-10-13 19:27:57,8.1,36.44,1
2024-10-13 19:27:57,9.7,36.439,1
2024-10-13 19:27:57,25.1,36.465,1
2024-10-13 19:27:57,45.4,36.483,1
2024-10-13 19:27:57,55.1,36.394,1
2024-10-13 19:27:57,75.2,36.469,1
2024-10-13 19:27:57,95.4,36.217,1
2024-10-13 19:27:57,136,35.941,1
2024-10-13 19:27:57,145.5,35.91,1
2024-10-13 19:27:57,165.2,35.904,1
2024-10-13 19:27:57,185.5,35.953,1
2024-10-13 19:27:57,237.6,35.91,1
2024-10-13 19:27:57,288,35.772,1
2024-10-13 19:27:57,313,35.724,1
2024-10-13 19:27:57,388,35.73,1
2024-10-13 19:27:57,437.5,35.666,1
2024-10-13 19:27:57,512.8,35.651,1
2024-10-13 19:27:57,563,35.636,1
2024-10-13 19:27:57,612.8,35.615,1
2024-10-13 19:27:57,663,35.592,1
2024-10-13 19:27:57,687.3,35.578,1
2024-10-13 19:27:57,762.9,35.545,1
2024-10-13 19:27:57,812.8,35.519,1
2024-10-13 19:27:57,837.7,35.49,1
2024-10-13 19:27:57,913.2,35.441,1
2024-10-13 19:27:57,963.4,35.398,1
2024-10-13 19:27:57,1013.1,35.373,1
2024-10-13 19:27:57,1088.2,35.322,1
2024-10-13 19:27:57,1112.8,35.3,1
2024-10-13 19:27:57,1187.4,35.233,1
2024-10-13 19:27:57,1237.7,35.197,1
2024-10-13 19:27:57,1287.8,35.178,1
2024-10-13 19:27:57,1338.8,35.147,1
2024-10-13 19:27:57,1362.8,35.123,1
2024-10-13 19:27:57,1437.8,35.068,1
2024-10-13 19:27:57,1463,35.059,1
2024-10-13 19:27:57,1563.3,34.987,1
2024-10-13 19:27:57,1587.9,34.975,1
2024-10-13 19:27:57,1662.5,34.928,1
2024-10-13 19:27:57,1687.6,34.917,1
2024-10-13 19:27:57,1738.1,34.903,1
2024-10-13 19:27:57,1788.1,34.892,1
2024-10-13 19:27:57,1863.3,34.873,1
2024-10-13 19:27:57,1887.9,34.864,1
2024-10-13 19:27:57,1963.7,34.846,1
2024-10-13 19:27:57,2007.4,34.839,1
2024-10-23 19:34:33,0.3,36.472,1
2024-10-23 19:34:33,1.1,36.464,1
2024-10-23 19:34:33,2.9,36.461,1
2024-10-23 19:34:33,4.8,36.471,1
2024-10-23 19:34:33,7.9,36.455,1
2024-10-23 19:34:33,9.8,36.459,1
2024-10-23 19:34:33,15,36.425,1
2024-10-23 19:34:33,35.6,36.484,1
2024-10-23 19:34:33,65.4,36.472,1
2024-10-23 19:34:33,75.5,36.419,1
2024-10-23 19:34:33,95.1,36.197,1
2024-10-23 19:34:33,125.1,36.062,1
2024-10-23 19:34:33,145.3,35.91,1
2024-10-23 19:34:33,175.3,35.975,1
2024-10-23 19:34:33,195.2,35.937,1
2024-10-23 19:34:33,213.7,35.733,1
2024-10-23 19:34:33,262.7,35.58,1
2024-10-23 19:34:33,313.2,35.651,1
2024-10-23 19:34:33,387.7,35.681,1
2024-10-23 19:34:33,412.9,35.667,1
2024-10-23 19:34:33,487.9,35.715,1
2024-10-23 19:34:33,537.9,35.672,1
2024-10-23 19:34:33,612.5,35.636,1
2024-10-23 19:34:33,663.1,35.578,1
2024-10-23 19:34:33,688.1,35.559,1
2024-10-23 19:34:33,762.5,35.529,1
2024-10-23 19:34:33,787.6,35.531,1
2024-10-23 19:34:33,862.8,35.48,1
2024-10-23 19:34:33,913,35.447,1
2024-10-23 19:34:33,938.1,35.441,1
2024-10-23 19:34:33,1013.2,35.392,1
2024-10-23 19:34:33,1088.3,35.334,1
2024-10-23 19:34:33,1113.1,35.324,1
2024-10-23 19:34:33,1187.6,35.267,1
2024-10-23 19:34:33,1237.9,35.221,1
2024-10-23 19:34:33,1287.6,35.194,1
2024-10-23 19:34:33,1337.9,35.16,1
2024-10-23 19:34:33,1387.7,35.142,1
2024-10-23 19:34:33,1412.9,35.123,1
2024-10-23 19:34:33,1488,35.054,1
2024-10-23 19:34:33,1563.4,35.004,1
2024-10-23 19:34:33,1587.9,34.986,1
2024-10-23 19:34:33,1662.7,34.937,1
2024-10-23 19:34:33,1687.7,34.926,1
2024-10-23 19:34:33,1737.9,34.91,1
2024-10-23 19:34:33,1788,34.893,1
2024-10-23 19:34:33,1863,34.87,1
2024-10-23 19:34:33,1913,34.855,1
2024-10-23 19:34:33,1937.6,34.847,1
2024-10-23 19:34:33,2006.2,34.834,1
2024-11-02 19:40:27,0.1,36.544,1
2024-11-02 19:40:27,1.9,36.54,1
2024-11-02 19:40:27,3.2,36.538,1
2024-11-02 19:40:27,4.8,36.545,1
2024-11-02 19:40:27,7.2,36.545,1
2024-11-02 19:40:27,8.8,36.536,1
2024-11-02 19:40:27,15.7,36.519,1
2024-11-02 19:40:27,45.7,36.457,1
2024-11-02 19:40:27,65.5,36.492,1
2024-11-02 19:40:27,95.6,36.209,1
2024-11-02 19:40:27,115.3,35.959,1
2024-11-02 19:40:27,135.3,35.888,1
2024-11-02 19:40:27,155.3,35.934,1
2024-11-02 19:40:27,175.2,35.873,1
2024-11-02 19:40:27,195.8,35.73,1
2024-11-02 19:40:27,212.9,35.666,1
2024-11-02 19:40:27,288.3,35.602,1
2024-11-02 19:40:27,337.7,35.705,1
2024-11-02 19:40:27,387.6,35.66,1
2024-11-02 19:40:27,462.8,35.667,1
2024-11-02 19:40:27,488.2,35.654,1
2024-11-02 19:40:27,537.9,35.647,1
2024-11-02 19:40:27,612.9,35.621,1
2024-11-02 19:40:27,637.9,35.608,1
2024-11-02 19:40:27,688,35.569,1
2024-11-02 19:40:27,788.4,35.511,1
2024-11-02 19:40:27,812.9,35.507,1
2024-11-02 19:40:27,888.1,35.467,1
2024-11-02 19:40:27,937.6,35.422,1
2024-11-02 19:40:27,962.6,35.41,1
2024-11-02 19:40:27,1038.1,35.364,1
2024-11-02 19:40:27,1087.7,35.322,1
2024-11-02 19:40:27,1163,35.278,1
2024-11-02 19:40:27,1188.6,35.264,1
2024-11-02 19:40:27,1237.9,35.214,1
2024-11-02 19:40:27,1287.9,35.188,1
2024-11-02 19:40:27,1337.7,35.145,1
2024-11-02 19:40:27,1412.5,35.109,1
2024-11-02 19:40:27,1437.8,35.093,1
2024-11-02 19:40:27,1488.1,35.042,1
2024-11-02 19:40:27,1562.7,34.993,1
2024-11-02 19:40:27,1612.8,34.955,1
2024-11-02 19:40:27,1688.1,34.917,1
2024-11-02 19:40:27,1712.9,34.91,1
2024-11-02 19:40:27,1763,34.9,1
2024-11-02 19:40:27,1837.8,34.883,1
2024-11-02 19:40:27,1888,34.88,1
2024-11-02 19:40:27,1937.6,34.861,1
2024-11-02 19:40:27,1962.9,34.858,1
2024-11-02 19:40:27,2027.8,34.839,1
2024-11-12 19:29:57,0.1,36.575,1
2024-11-12 19:29:57,0.8,36.567,1
2024-11-12 19:29:57,2.8,36.569,1
2024-11-12 19:29:57,4.9,36.566,1
2024-11-12 19:29:57,7.7,36.567,1
2024-11-12 19:29:57,9.7,36.565,1
2024-11-12 19:29:57,25.6,36.566,1
2024-11-12 19:29:57,45.2,36.641,1
2024-11-12 19:29:57,55.2,36.464,1
2024-11-12 19:29:57,75.9,36.407,1
2024-11-12 19:29:57,95.4,36.096,1
2024-11-12 19:29:57,135.7,35.847,1
2024-11-12 19:29:57,155.3,35.871,1
2024-11-12 19:29:57,165.3,35.87,1
2024-11-12 19:29:57,185.5,35.69,1
2024-11-12 19:29:57,213,35.614,1
2024-11-12 19:29:57,262.9,35.596,1
2024-11-12 19:29:57,312.9,35.65,1
2024-11-12 19:29:57,363.2,35.593,1
2024-11-12 19:29:57,412.8,35.63,1
2024-11-12 19:29:57,512.7,35.647,1
2024-11-12 19:29:57,538,35.644,1
2024-11-12 19:29:57,588.6,35.635,1
2024-11-12 19:29:57,637.6,35.599,1
2024-11-12 19:29:57,687.6,35.548,1
2024-11-12 19:29:57,762.6,35.533,1
2024-11-12 19:29:57,788,35.508,1
2024-11-12 19:29:57,838.1,35.49,1
2024-11-12 19:29:57,912.7,35.45,1
2024-11-12 19:29:57,963.1,35.407,1
2024-11-12 19:29:57,1037.8,35.352,1
2024-11-12 19:29:57,1088,35.306,1
2024-11-12 19:29:57,1138.2,35.281,1
2024-11-12 19:29:57,1163,35.269,1
2024-11-12 19:29:57,1237.8,35.215,1
2024-11-12 19:29:57,1288.2,35.187,1
2024-11-12 19:29:57,1337.8,35.147,1
2024-11-12 19:29:57,1362.7,35.136,1
2024-11-12 19:29:57,1438.1,35.086,1
2024-11-12 19:29:57,1463.1,35.063,1
2024-11-12 19:29:57,1537.7,35.02,1
2024-11-12 19:29:57,1612.8,34.974,1
2024-11-12 19:29:57,1663.2,34.941,1
2024-11-12 19:29:57,1713.1,34.917,1
2024-11-12 19:29:57,1763.1,34.906,1
2024-11-12 19:29:57,1813.1,34.894,1
2024-11-12 19:29:57,1863.3,34.874,1
2024-11-12 19:29:57,1913.1,34.867,1
2024-11-12 19:29:57,1962.8,34.852,1
2024-11-12 19:29:57,2001.9,34.839,1
2024-11-22 19:40:29,0.3,36.501,1
2024-11-22 19:40:29,1.4,36.495,1
2024-11-22 19:40:29,4.9,36.493,1
2024-11-22 19:40:29,6.1,36.495,1
2024-11-22 19:40:29,8.7,36.494,1
2024-11-22 19:40:29,15.5,36.495,1
2024-11-22 19:40:29,45.7,36.533,1
2024-11-22 19:40:29,55.4,36.611,1
2024-11-22 19:40:29,85.3,36.432,1
2024-11-22 19:40:29,95.4,36.359,1
2024-11-22 19:40:29,125.6,36.062,1
2024-11-22 19:40:29,135.5,35.972,1
2024-11-22 19:40:29,155.5,35.886,1
2024-11-22 19:40:29,185.2,35.785,1
2024-11-22 19:40:29,213.2,35.816,1
2024-11-22 19:40:29,287.7,35.691,1
2024-11-22 19:40:29,338.1,35.59,1
2024-11-22 19:40:29,363.2,35.578,1
2024-11-22 19:40:29,412.5,35.609,1
2024-11-22 19:40:29,488.7,35.65,1
2024-11-22 19:40:29,512.9,35.651,1
2024-11-22 19:40:29,587.6,35.638,1
2024-11-22 19:40:29,637.7,35.603,1
2024-11-22 19:40:29,663.1,35.569,1
2024-11-22 19:40:29,737.5,35.55,1
2024-11-22 19:40:29,812.9,35.508,1
2024-11-22 19:40:29,863,35.471,1
2024-11-22 19:40:29,888.1,35.469,1
2024-11-22 19:40:29,962.7,35.419,1
2024-11-22 19:40:29,1012.6,35.386,1
2024-11-22 19:40:29,1037.7,35.368,1
2024-11-22 19:40:29,1112.9,35.288,1
2024-11-22 19:40:29,1137.6,35.27,1
2024-11-22 19:40:29,1212.5,35.219,1
2024-11-22 19:40:29,1262.9,35.194,1
2024-11-22 19:40:29,1288,35.179,1
2024-11-22 19:40:29,1362.7,35.142,1
2024-11-22 19:40:29,1413.3,35.099,1
2024-11-22 19:40:29,1462.8,35.066,1
2024-11-22 19:40:29,1512.9,35.032,1
2024-11-22 19:40:29,1588.1,34.986,1
2024-11-22 19:40:29,1637.9,34.959,1
2024-11-22 19:40:29,1688.2,34.938,1
2024-11-22 19:40:29,1712.8,34.925,1
2024-11-22 19:40:29,1787.9,34.9,1
2024-11-22 19:40:29,1813.2,34.89,1
2024-11-22 19:40:29,1887.7,34.861,1
2024-11-22 19:40:29,1913.1,34.853,1
2024-11-22 19:40:29,2014.1,34.83,1
2024-11-22 19:40:29,2025.8,34.829,1
2024-12-02 19:29:25,0,36.616,1
2024-12-02 19:29:25,1.8,36.614,1
2024-12-02 19:29:25,3.7,36.619,1
2024-12-02 19:29:25,4.8,36.609,1
2024-12-02 19:29:25,7.1,36.617,1
2024-12-02 19:29:25,9.5,36.619,1
2024-12-02 19:29:25,35.4,36.618,1
2024-12-02 19:29:25,45.9,36.608,1
2024-12-02 19:29:25,65.5,36.434,1
2024-12-02 19:29:25,85.9,36.337,1
2024-12-02 19:29:25,105.5,36.133,1
2024-12-02 19:29:25,135.4,35.987,1
2024-12-02 19:29:25,155.8,35.833,1
2024-12-02 19:29:25,165.1,35.874,1
2024-12-02 19:29:25,185.5,35.843,1
2024-12-02 19:29:25,238.1,35.788,1
2024-12-02 19:29:25,287.6,35.621,1
2024-12-02 19:29:25,338.1,35.589,1
2024-12-02 19:29:25,387.9,35.627,1
2024-12-02 19:29:25,438,35.623,1
2024-12-02 19:29:25,512.7,35.648,1
2024-12-02 19:29:25,537.7,35.633,1
2024-12-02 19:29:25,587.5,35.609,1
2024-12-02 19:29:25,663,35.586,1
2024-12-02 19:29:25,688,35.575,1
2024-12-02 19:29:25,738,35.538,1
2024-12-02 19:29:25,813.1,35.52,1
2024-12-02 19:29:25,837.8,35.495,1
2024-12-02 19:29:25,888.4,35.474,1
2024-12-02 19:29:25,962.6,35.401,1
2024-12-02 19:29:25,987.7,35.377,1
2024-12-02 19:29:25,1063.4,35.33,1
2024-12-02 19:29:25,1138.1,35.273,1
2024-12-02 19:29:25,1187.8,35.252,1
2024-12-02 19:29:25,1237.9,35.215,1
2024-12-02 19:29:25,1287.7,35.188,1
2024-12-02 19:29:25,1312.8,35.175,1
2024-12-02 19:29:25,1387.6,35.111,1
2024-12-02 19:29:25,1438.3,35.083,1
2024-12-02 19:29:25,1463,35.066,1
2024-12-02 19:29:25,1538,35.011,1
2024-12-02 19:29:25,1587.3,34.981,1
2024-12-02 19:29:25,1638.1,34.962,1
2024-12-02 19:29:25,1663,34.947,1
2024-12-02 19:29:25,1737.7,34.916,1
2024-12-02 19:29:25,1762.7,34.914,1
2024-12-02 19:29:25,1812.7,34.891,1
2024-12-02 19:29:25,1888.1,34.873,1
2024-12-02 19:29:25,1938,34.863,1
2024-12-02 19:29:25,1986.2,34.848,1
2024-12-12 19:29:16,0.2,36.651,1
2024-12-12 19:29:16,1.7,36.666,1
2024-12-12 19:29:16,2.9,36.672,1
2024-12-12 19:29:16,4.8,36.66,1
2024-12-12 19:29:16,6.7,36.66,1
2024-12-12 19:29:16,9.7,36.661,1
2024-12-12 19:29:16,25.5,36.659,1
2024-12-12 19:29:16,45.6,36.66,1
2024-12-12 19:29:16,65.4,36.616,1
2024-12-12 19:29:16,74.9,36.414,1
2024-12-12 19:29:16,95.3,36.208,1
2024-12-12 19:29:16,125.6,36.057,1
2024-12-12 19:29:16,145.4,36.004,1
2024-12-12 19:29:16,175.5,35.836,1
2024-12-12 19:29:16,195.5,35.818,1
2024-12-12 19:29:16,238,35.672,1
2024-12-12 19:29:16,262.9,35.612,1
2024-12-12 19:29:16,312.9,35.599,1
2024-12-12 19:29:16,363,35.627,1
2024-12-12 19:29:16,437.8,35.669,1
2024-12-12 19:29:16,462.8,35.682,1
2024-12-12 19:29:16,538.2,35.638,1
2024-12-12 19:29:16,587.6,35.638,1
2024-12-12 19:29:16,638,35.603,1
2024-12-12 19:29:16,687.9,35.586,1
2024-12-12 19:29:16,738.2,35.557,1
2024-12-12 19:29:16,788.2,35.536,1
2024-12-12 19:29:16,838,35.514,1
2024-12-12 19:29:16,912.9,35.455,1
2024-12-12 19:29:16,962.7,35.422,1
2024-12-12 19:29:16,1013.2,35.374,1
2024-12-12 19:29:16,1087.9,35.309,1
2024-12-12 19:29:16,1137.6,35.281,1
2024-12-12 19:29:16,1187.5,35.242,1
2024-12-12 19:29:16,1238.1,35.203,1
2024-12-12 19:29:16,1263.3,35.191,1
2024-12-12 19:29:16,1337.8,35.145,1
2024-12-12 19:29:16,1362.9,35.13,1
2024-12-12 19:29:16,1437.9,35.097,1
2024-12-12 19:29:16,1463.3,35.084,1
2024-12-12 19:29:16,1563.2,35.016,1
2024-12-12 19:29:16,1612.9,34.99,1
2024-12-12 19:29:16,1662.7,34.959,1
2024-12-12 19:29:16,1687.7,34.947,1
2024-12-12 19:29:16,1737.8,34.929,1
2024-12-12 19:29:16,1787.6,34.906,1
2024-12-12 19:29:16,1862.8,34.882,1
2024-12-12 19:29:16,1887.7,34.874,1
2024-12-12 19:29:16,1988.6,34.852,1
2024-12-12 19:29:16,2007.7,34.851,1
2024-12-22 19:30:31,0.1,36.273,1
2024-12-22 19:30:31,0.8,36.282,1
2024-12-22 19:30:31,2.9,36.276,1
2024-12-22 19:30:31,5.5,36.273,1
2024-12-22 19:30:31,8.9,36.275,1
2024-12-22 19:30:31,15.5,36.273,1
2024-12-22 19:30:31,35.4,36.258,1
2024-12-22 19:30:31,45.9,36.249,1
